train_time,test_time,mean_auc,sem_auc,t_value_vs_0.5,cluster_corrected_significant
-0.274,-0.27999999999999997,0.49994541688093164,0.006480114642458827,-0.008423171823331061,0
-0.274,-0.278,0.49801295364238624,0.006073354940396705,-0.32717441630111316,0
-0.274,-0.276,0.496356093559319,0.005745647345049295,-0.6342029403911815,0
-0.274,-0.274,0.4951958780514039,0.005576779571492705,-0.8614509300589412,0
-0.274,-0.272,0.4942454662946417,0.005655985648544301,-1.0174236751890213,0
-0.274,-0.27,0.494086047562739,0.005796037900083869,-1.020343990016928,0
-0.274,-0.268,0.4946619531683274,0.005904898468919791,-0.9040031525976543,0
-0.274,-0.266,0.49544837213111137,0.0061144221564369975,-0.7444085070404995,0
-0.274,-0.264,0.49733909814836536,0.0065723698906321746,-0.404861852864871,0
-0.274,-0.262,0.4994963223634224,0.006949139518725736,-0.0724805762239004,0
-0.274,-0.26,0.502095370413012,0.007125828276246849,0.2940528920682438,0
-0.274,-0.258,0.5051004024501969,0.007051760308289954,0.7232807451213179,0
-0.274,-0.256,0.5078272691528274,0.006828499190606103,1.1462649308936521,0
-0.274,-0.254,0.5099222742219702,0.006541731051265181,1.5167658444244978,0
-0.274,-0.252,0.5124383971746388,0.0059352992766512885,2.095664699431398,0
-0.274,-0.24999999999999997,0.514337074151091,0.005368992971892914,2.6703469768253933,0
-0.274,-0.248,0.5154071423676119,0.00501260628258177,3.0736789404645686,0
-0.274,-0.246,0.5159277353122961,0.004811911402696092,3.310064126154072,0
-0.274,-0.244,0.5153933293574329,0.004840972606930881,3.179800963011873,0
-0.274,-0.242,0.5140457867388031,0.005031525460350057,2.791556328093362,0
-0.274,-0.24,0.5125843257557327,0.00538056616436246,2.3388478779581523,0
-0.274,-0.238,0.5113118022317779,0.005699400597264748,1.9847354188801127,0
-0.274,-0.236,0.5109978416142771,0.005986584293916954,1.8370812260093008,0
-0.274,-0.23399999999999999,0.5108116209543863,0.006283859130115013,1.7205384033152884,0
-0.274,-0.23199999999999998,0.5104041445891374,0.0063612433060979915,1.6355520593220585,0
-0.274,-0.22999999999999998,0.5101389587995943,0.0061510830597639125,1.6483209056167965,0
-0.274,-0.22799999999999998,0.50966433317718,0.005773555327592778,1.6738963478868143,0
-0.274,-0.22599999999999998,0.5097385855844146,0.005482483198416347,1.776309243816341,0
-0.274,-0.22399999999999998,0.5094468431271676,0.0053253817501688686,1.7739278741600133,0
